order_id,date,customer_id,book_id,quantity,price,total,method,year
675463929,1/3/2018,5506364,50973248,4,29.37,117.48,Cash,2018
278637547,1/3/2018,8480222,44281323,1,17.46,17.46,Mobile Payment,2018
373562728,1/3/2018,9559162,20426917,2,2.98,5.96,Cash,2018
787624021,1/3/2018,8835920,45730038,2,9.67,19.34,Cash,2018
972760952,1/3/2018,2777409,37549705,5,7.57,37.85,Mobile Payment,2018
426736543,1/3/2018,5772634,45554640,3,13.62,40.86,Cash,2018
415118638,1/3/2018,2570963,6568509,2,14.57,29.14,Bank Transfer,2018
443186499,1/3/2018,5206788,26131858,4,27.9,111.6,Cash,2018
938344470,1/3/2018,8558154,41150465,2,22.15,44.3,Mobile Payment,2018
133569638,1/3/2018,4219518,36688725,4,19.37,77.48,Bank Transfer,2018
938379593,1/3/2018,9965094,35721619,1,31.28,31.28,Cash,2018
104719403,1/3/2018,5075066,42435416,2,16.42,32.84,Cash,2018
266891342,1/3/2018,7787730,51002595,5,6.37,31.85,Bank Transfer,2018
791424127,1/3/2018,7379507,48646236,5,2.25,11.25,Mobile Payment,2018
548253763,1/3/2018,8927618,45298328,4,26.36,105.44,Bank Transfer,2018
975552106,1/3/2018,3014386,49010259,1,24.21,24.21,Cash,2018
935449028,1/3/2018,2229135,2153405,5,4.66,23.3,Cash,2018
288162364,1/3/2018,6660014,18212740,4,10.81,43.24,Bank Transfer,2018
664051108,1/3/2018,4084660,51101428,3,18.95,56.85,Bank Transfer,2018
241911784,1/3/2018,5196544,46188871,2,23.99,47.98,Cash,2018
810953228,1/3/2018,1037263,51509350,2,25.17,50.34,Mobile Payment,2018
148420467,1/3/2018,5311087,36410726,5,16.49,82.45,Mobile Payment,2018
492042126,1/3/2018,2792312,51485342,1,3.17,3.17,Bank Transfer,2018
434161017,1/3/2018,7246884,34993744,5,2.41,12.05,Mobile Payment,2018
372083790,1/4/2018,9532263,38321944,1,19.17,19.17,Bank Transfer,2018
913809052,1/4/2018,1002140,43262893,3,5.45,16.35,Cash,2018
448997437,1/4/2018,3887523,40734430,1,3.99,3.99,Bank Transfer,2018
648412361,1/4/2018,7496364,50752751,5,18.99,94.95,Bank Transfer,2018
317762544,1/4/2018,8395551,2647058,4,6.39,25.56,Cash,2018
924952476,1/4/2018,9703984,35455911,5,14.23,71.15,Bank Transfer,2018
903126676,1/4/2018,1157441,6819,5,3.64,18.2,Bank Transfer,2018
724117996,1/4/2018,2367580,51006162,4,22.85,91.4,Cash,2018
638469779,1/4/2018,6447228,35721619,4,13.83,55.32,Bank Transfer,2018
948542686,1/4/2018,6293254,36373525,1,9.06,9.06,Bank Transfer,2018
998077130,1/4/2018,8269916,47878092,1,27.54,27.54,Bank Transfer,2018
638076416,1/4/2018,7664682,178515,3,28.62,85.86,Mobile Payment,2018
778249829,1/4/2018,1566348,3697927,1,10.25,10.25,Mobile Payment,2018
131023505,1/4/2018,8349621,34715201,4,24.62,98.48,Mobile Payment,2018
112882425,1/4/2018,1840658,46259697,2,6.86,13.72,Cash,2018
989579632,1/4/2018,5417419,37551603,4,25.13,100.52,Mobile Payment,2018
610720879,1/4/2018,7410603,38213085,2,6.23,12.46,Bank Transfer,2018
402304004,1/4/2018,2606900,47907461,4,13.98,55.92,Mobile Payment,2018
683755756,1/4/2018,8985915,35297562,5,4.26,21.3,Bank Transfer,2018
732654095,1/4/2018,8474764,12873027,4,26.69,106.76,Bank Transfer,2018
622361437,1/4/2018,3316349,44589136,5,31.59,157.95,Bank Transfer,2018
830717023,1/4/2018,5627332,30234682,1,5.12,5.12,Bank Transfer,2018
771869427,1/4/2018,5989742,42990456,2,30.84,61.68,Cash,2018
122505537,1/4/2018,5028621,40539428,1,18.68,18.68,Bank Transfer,2018
854333779,1/4/2018,6099894,38724126,3,22.71,68.13,Bank Transfer,2018
297809947,1/4/2018,1684866,50158983,3,14.68,44.04,Mobile Payment,2018
691078667,1/4/2018,3432557,50483844,5,23.32,116.6,Mobile Payment,2018
270126568,1/4/2018,3267810,43293245,2,9.26,18.52,Mobile Payment,2018
281141758,1/4/2018,2219973,51169341,3,28.2,84.6,Bank Transfer,2018
833102852,1/4/2018,7515887,29540394,3,13.56,40.68,Bank Transfer,2018
913124354,1/5/2018,8814219,20699759,3,24.37,73.11,Mobile Payment,2018
940842321,1/5/2018,7885280,25152052,1,26.93,26.93,Cash,2018
947666254,1/5/2018,7418612,12926804,1,16.38,16.38,Cash,2018
243312999,1/5/2018,9646394,9325874,1,2.41,2.41,Bank Transfer,2018
171941303,1/5/2018,6203535,51480062,5,30.25,151.25,Bank Transfer,2018
726673065,1/5/2018,3007792,44016036,1,24.14,24.14,Bank Transfer,2018
289787985,1/5/2018,8483354,45162862,1,19.48,19.48,Bank Transfer,2018
690306755,1/5/2018,6588364,920649,2,23.9,47.8,Mobile Payment,2018
992349746,1/5/2018,4311439,7623692,2,18.8,37.6,Bank Transfer,2018
591111255,1/5/2018,3760990,27845282,2,17.53,35.06,Bank Transfer,2018
713951520,1/5/2018,5774018,51169341,1,12.28,12.28,Cash,2018
320503071,1/5/2018,6291392,2153780,3,25.04,75.12,Cash,2018
294447298,1/5/2018,5506364,50669207,1,10.28,10.28,Cash,2018
126121189,1/5/2018,3178599,51485099,5,13.66,68.3,Cash,2018
199358445,1/5/2018,3452471,172118,4,27.61,110.44,Bank Transfer,2018
454146399,1/5/2018,7027543,11138,2,18.62,37.24,Mobile Payment,2018
432953447,1/5/2018,1659034,51527906,5,16.37,81.85,Mobile Payment,2018
533702578,1/5/2018,2235755,48751530,3,20.59,61.77,Mobile Payment,2018
702321835,1/5/2018,5289450,38213085,1,27.85,27.85,Mobile Payment,2018
841726515,1/5/2018,4488256,50440231,4,8.12,32.48,Bank Transfer,2018
968953902,1/5/2018,7698275,626604,4,15.64,62.56,Bank Transfer,2018
542427122,1/5/2018,6381920,48642770,1,25.68,25.68,Cash,2018
355373083,1/5/2018,4737979,51257778,4,28,112,Bank Transfer,2018
305904694,1/5/2018,7447100,51485342,1,14.41,14.41,Bank Transfer,2018
578287158,1/5/2018,2604139,50720753,2,17.8,35.6,Cash,2018
451483974,1/5/2018,9067574,37502596,4,24.89,99.56,Bank Transfer,2018
492948295,1/5/2018,2213581,129984,4,15.59,62.36,Cash,2018
751993448,1/5/2018,4384553,178515,2,29.23,58.46,Cash,2018
697461490,1/5/2018,6813578,7623692,1,10.88,10.88,Bank Transfer,2018
363871252,1/5/2018,4399078,46042907,2,9.06,18.12,Cash,2018
928740479,1/5/2018,6325982,20699759,2,30.22,60.44,Bank Transfer,2018
192830526,1/5/2018,5369814,36688725,1,14.61,14.61,Cash,2018
887796256,1/5/2018,8222567,51480062,1,15.1,15.1,Bank Transfer,2018
677243053,1/5/2018,5313108,3697927,2,24.55,49.1,Mobile Payment,2018
615923988,1/6/2018,8750537,93374,4,22.79,91.16,Cash,2018
982671907,1/6/2018,9622611,51527906,2,13.35,26.7,Bank Transfer,2018
878361924,1/6/2018,9057063,51233287,3,29.94,89.82,Cash,2018
473351396,1/6/2018,1497452,2647058,5,12.15,60.75,Cash,2018
775996431,1/6/2018,1489911,6819,5,16.73,83.65,Mobile Payment,2018
338074733,1/6/2018,4627580,33211005,2,30.68,61.36,Cash,2018
815583102,1/6/2018,6071438,45913229,3,10.33,30.99,Mobile Payment,2018
710616748,1/6/2018,2231563,36410726,1,28.54,28.54,Cash,2018
543478393,1/6/2018,9712014,51111667,3,4.31,12.93,Cash,2018
821565419,1/6/2018,6355952,10847,3,27.54,82.62,Bank Transfer,2018
676981919,1/6/2018,9991942,43430902,1,23.64,23.64,Mobile Payment,2018
224037139,1/6/2018,9461585,51546553,5,12.06,60.3,Bank Transfer,2018
518462934,1/6/2018,2785272,40539428,2,27.77,55.54,Bank Transfer,2018
676736385,1/6/2018,8233680,51260831,5,14.66,73.3,Mobile Payment,2018
150239329,1/6/2018,5633005,172118,3,28.66,85.98,Cash,2018
205813130,1/6/2018,4592717,50440231,1,28.39,28.39,Bank Transfer,2018
392033194,1/6/2018,2696872,156208,5,2.06,10.3,Bank Transfer,2018
166571551,1/6/2018,9254887,43293245,4,25.94,103.76,Cash,2018
353574033,1/6/2018,4499409,44423160,3,8.49,25.47,Cash,2018
541329324,1/6/2018,5109138,51112976,1,27.87,27.87,Mobile Payment,2018
263148903,1/6/2018,7898518,44287627,3,28.37,85.11,Mobile Payment,2018
434224826,1/6/2018,1429972,13023,4,15.7,62.8,Cash,2018
700530036,1/6/2018,5687955,84119,4,12.56,50.24,Cash,2018
925892377,1/6/2018,5276774,256683,2,23.71,47.42,Bank Transfer,2018
348800250,1/6/2018,3500419,43430902,2,26.41,52.82,Bank Transfer,2018
606396107,1/6/2018,7786421,36682959,1,13.54,13.54,Cash,2018
297485294,1/6/2018,1466913,42641687,2,2.69,5.38,Bank Transfer,2018
613218476,1/6/2018,3352594,59988,3,24.87,74.61,Bank Transfer,2018
695342273,1/6/2018,5896496,51485099,5,5.86,29.3,Cash,2018
905541157,1/6/2018,8874365,51379387,5,27.81,139.05,Bank Transfer,2018
117299098,1/6/2018,6244984,51002595,5,22.86,114.3,Bank Transfer,2018
657400721,1/6/2018,8792667,36481939,4,18.65,74.6,Mobile Payment,2018
592721844,1/6/2018,7408844,47964264,2,4.41,8.82,Bank Transfer,2018
216677287,1/6/2018,1234996,50240165,3,14.67,44.01,Mobile Payment,2018
444967629,1/6/2018,9135217,35959639,4,8.94,35.76,Mobile Payment,2018
657040748,1/6/2018,2524993,32078787,4,18.94,75.76,Bank Transfer,2018
471579296,1/6/2018,8901589,37941424,5,18.2,91,Bank Transfer,2018
980983274,1/6/2018,1283617,45298328,5,30.86,154.3,Mobile Payment,2018
360345046,1/7/2018,1928311,51527906,4,25.02,100.08,Cash,2018
182349937,1/7/2018,5433092,26131858,5,23.23,116.15,Cash,2018
173231369,1/7/2018,6787231,28159939,3,8.06,24.18,Cash,2018
549492663,1/7/2018,3115773,44525771,4,3.32,13.28,Cash,2018
463779432,1/7/2018,3341797,48961609,5,31.46,157.3,Mobile Payment,2018
143927709,1/7/2018,5370734,45554640,5,6.54,32.7,Mobile Payment,2018
121214801,1/7/2018,1829513,36490283,3,31.07,93.21,Mobile Payment,2018
790789327,1/7/2018,2467003,50440231,3,10.61,31.83,Bank Transfer,2018
753119685,1/7/2018,4707570,20170404,2,6.71,13.42,Cash,2018
658228449,1/7/2018,6735039,25041504,4,15.88,63.52,Cash,2018
436802751,1/7/2018,6902893,46028627,5,7.21,36.05,Bank Transfer,2018
896402598,1/7/2018,4157835,39832183,2,15.73,31.46,Cash,2018
898286970,1/7/2018,1429972,41837243,1,30.57,30.57,Bank Transfer,2018
307603951,1/7/2018,9295654,11138,3,5.11,15.33,Mobile Payment,2018
888664859,1/7/2018,3602915,34715201,4,23.86,95.44,Bank Transfer,2018
801454219,1/7/2018,8280164,36481939,2,15.61,31.22,Bank Transfer,2018
256460200,1/7/2018,2939994,43822062,1,17.9,17.9,Cash,2018
797876886,1/7/2018,8066781,9805769,4,3.02,12.08,Cash,2018
955036760,1/7/2018,1074503,50645216,5,6.53,32.65,Cash,2018
663073488,1/7/2018,2069710,18222693,2,23.48,46.96,Cash,2018
417951413,1/7/2018,8269869,18006496,4,23.82,95.28,Mobile Payment,2018
320066145,1/7/2018,1449271,18006496,2,28.82,57.64,Bank Transfer,2018
209372033,1/7/2018,4580899,46061316,1,19.15,19.15,Cash,2018
467905401,1/7/2018,3582467,46367612,2,26.03,52.06,Cash,2018
578193921,1/7/2018,8432495,33542174,5,11.63,58.15,Mobile Payment,2018
676926437,1/7/2018,6056295,51485423,3,4.03,12.09,Bank Transfer,2018
989139447,1/7/2018,7718925,46028627,5,14.24,71.2,Cash,2018
936407136,1/7/2018,6058389,48111872,5,19.42,97.1,Bank Transfer,2018
806397809,1/7/2018,6863728,49208112,2,2.26,4.52,Bank Transfer,2018
889158293,1/7/2018,5323352,1650765,4,25.61,102.44,Cash,2018
848188263,1/7/2018,1665531,32148570,4,16.95,67.8,Bank Transfer,2018
605845170,1/7/2018,5716865,51002595,2,21.25,42.5,Cash,2018
333892188,1/7/2018,9194942,42289976,1,19.36,19.36,Cash,2018
999049604,1/7/2018,6285747,51260831,1,24.58,24.58,Cash,2018
212000131,1/7/2018,7455466,45730038,3,9.87,29.61,Cash,2018
621684927,1/7/2018,7078582,15841931,4,27.48,109.92,Bank Transfer,2018
514457371,1/7/2018,2309455,26798985,4,28.32,113.28,Cash,2018
917315511,1/8/2018,9837283,20613747,4,3.37,13.48,Mobile Payment,2018
596531111,1/8/2018,7581261,33406791,2,12.02,24.04,Bank Transfer,2018
869493316,1/8/2018,7355998,49022171,1,27.73,27.73,Mobile Payment,2018
141964022,1/8/2018,5849454,45554640,1,11.08,11.08,Cash,2018
747682563,1/8/2018,1928311,51456270,1,12.56,12.56,Bank Transfer,2018
904394546,1/8/2018,8534065,38724126,2,21.6,43.2,Mobile Payment,2018
145450313,1/8/2018,2118117,22698053,1,5.32,5.32,Cash,2018
160224474,1/8/2018,9236910,44307971,1,16.77,16.77,Mobile Payment,2018
639002640,1/8/2018,3125270,43798285,2,18.87,37.74,Cash,2018
321889060,1/8/2018,1633947,49010745,2,19.79,39.58,Cash,2018
405639141,1/8/2018,7787730,1650765,3,22.19,66.57,Cash,2018
983254730,1/8/2018,4571875,28954016,5,7.29,36.45,Bank Transfer,2018
191625693,1/8/2018,2260334,178515,1,27.15,27.15,Bank Transfer,2018
111944092,1/8/2018,9298349,3697927,5,28.13,140.65,Mobile Payment,2018
371476476,1/8/2018,8939805,40796167,1,14.97,14.97,Cash,2018
871586362,1/8/2018,7829121,40874325,1,24.76,24.76,Cash,2018
594492466,1/8/2018,5313108,18713052,4,15.51,62.04,Bank Transfer,2018
481380166,1/8/2018,7763556,38470102,4,13.83,55.32,Mobile Payment,2018
515182733,1/8/2018,9484389,20707134,5,5.12,25.6,Bank Transfer,2018
644859587,1/8/2018,1840658,49476260,5,26.54,132.7,Bank Transfer,2018
163768077,1/8/2018,4230827,32605502,1,9.65,9.65,Mobile Payment,2018
361517962,1/8/2018,2093033,51471777,4,27.39,109.56,Cash,2018
458257230,1/8/2018,6956775,45895931,3,31.83,95.49,Mobile Payment,2018
890107049,1/8/2018,5697192,20894015,3,24.78,74.34,Mobile Payment,2018
812898547,1/8/2018,9060451,41398899,1,2.75,2.75,Mobile Payment,2018
842361597,1/8/2018,3049512,50645216,2,14.29,28.58,Mobile Payment,2018
737311462,1/8/2018,6174733,36410726,3,4.55,13.65,Mobile Payment,2018
815985402,1/8/2018,7246478,51228520,2,2.51,5.02,Cash,2018
453103505,1/9/2018,8639228,51485322,2,25.27,50.54,Cash,2018
973942464,1/9/2018,1086348,27071490,4,16.05,64.2,Cash,2018
710358271,1/9/2018,8333863,26798985,5,6.14,30.7,Bank Transfer,2018
829616615,1/9/2018,8186939,51101428,3,12.79,38.37,Cash,2018
927013925,1/9/2018,3560751,49760319,4,30.15,120.6,Bank Transfer,2018
786807672,1/9/2018,1884045,33517044,1,14.36,14.36,Cash,2018
955474319,1/9/2018,5454990,38724126,5,15.67,78.35,Cash,2018
760856751,1/9/2018,2411595,830502,3,16.57,49.71,Bank Transfer,2018
999499675,1/9/2018,3209596,29800,4,10.23,40.92,Mobile Payment,2018
456275160,1/9/2018,9014684,6819,1,22.31,22.31,Mobile Payment,2018
382534220,1/9/2018,4274529,50804765,1,30.09,30.09,Cash,2018
296166952,1/9/2018,7705767,50243299,3,10.91,32.73,Cash,2018
463956559,1/9/2018,7593220,50784055,2,18.41,36.82,Cash,2018
893678189,1/9/2018,7238495,51267692,2,14.4,28.8,Mobile Payment,2018
602506093,1/9/2018,9011260,45298328,5,4.31,21.55,Bank Transfer,2018
452295544,1/9/2018,8412004,626604,5,16.69,83.45,Mobile Payment,2018
957278066,1/9/2018,3326336,43798285,2,16.42,32.84,Mobile Payment,2018
986150731,1/9/2018,5451644,40104741,5,27.34,136.7,Cash,2018
255969045,1/9/2018,3961544,39987021,3,4.01,12.03,Cash,2018
606213467,1/9/2018,3702573,289681,5,11.91,59.55,Bank Transfer,2018
345154229,1/9/2018,8146597,46161122,2,4.43,8.86,Mobile Payment,2018
742587888,1/9/2018,2341453,50243299,5,15.55,77.75,Cash,2018
203397821,1/9/2018,6584215,36688725,2,11.46,22.92,Bank Transfer,2018
131179988,1/9/2018,7419231,36317103,4,17.28,69.12,Mobile Payment,2018
482724788,1/9/2018,3677040,18108877,5,14.35,71.75,Mobile Payment,2018
902076938,1/9/2018,1728479,770911,2,2.17,4.34,Bank Transfer,2018
915516463,1/9/2018,4063698,47793271,5,24.19,120.95,Cash,2018
539494915,1/9/2018,9263105,1650765,1,18.24,18.24,Cash,2018
974762555,1/9/2018,2360398,17568427,4,27.5,110,Cash,2018
310108024,1/9/2018,4692601,47793271,1,7.01,7.01,Bank Transfer,2018
893388426,1/9/2018,5887745,50369172,3,13.29,39.87,Bank Transfer,2018
913093614,1/9/2018,7418612,49503086,5,16.64,83.2,Bank Transfer,2018
642440663,1/9/2018,6805910,31180248,3,25,75,Mobile Payment,2018
294350042,1/10/2018,5252378,13079982,3,8.53,25.59,Mobile Payment,2018
404034310,1/10/2018,4529949,256683,4,12.45,49.8,Bank Transfer,2018
376025963,1/10/2018,8262741,49291186,1,5.18,5.18,Cash,2018
745677220,1/10/2018,1497452,48467532,4,30.35,121.4,Mobile Payment,2018
466585774,1/10/2018,9936319,41107919,1,14.84,14.84,Bank Transfer,2018
999065640,1/10/2018,1733825,36373525,3,23.1,69.3,Cash,2018
518023035,1/10/2018,3209596,35721619,3,27.62,82.86,Bank Transfer,2018
809177016,1/10/2018,7508397,35959639,4,9.95,39.8,Bank Transfer,2018
887646706,1/10/2018,7590641,35506211,5,31.12,155.6,Cash,2018
584718564,1/10/2018,5491628,29974518,3,3.05,9.15,Mobile Payment,2018
780884441,1/10/2018,2507464,51267692,3,30.17,90.51,Cash,2018
451237278,1/10/2018,2243337,50278396,5,28.82,144.1,Mobile Payment,2018
720472521,1/10/2018,2251072,20426917,3,21.79,65.37,Bank Transfer,2018
788207505,1/10/2018,8710929,50243299,1,6.19,6.19,Bank Transfer,2018
939864567,1/10/2018,9960787,17167166,4,17.67,70.68,Bank Transfer,2018
301615803,1/10/2018,9248584,50631093,5,17.69,88.45,Cash,2018
337486481,1/10/2018,4130565,39987021,4,2.76,11.04,Cash,2018
762988072,1/10/2018,1286760,27845282,4,16.59,66.36,Bank Transfer,2018
957958710,1/10/2018,5599834,40796167,5,27.55,137.75,Bank Transfer,2018
900605108,1/10/2018,6406846,51006162,1,24.64,24.64,Cash,2018
256118764,1/10/2018,1184579,51233287,4,27.7,110.8,Mobile Payment,2018
860126083,1/10/2018,1214768,49127513,3,23.79,71.37,Bank Transfer,2018
972838824,1/10/2018,5375509,43383182,4,18.08,72.32,Mobile Payment,2018
913723186,1/10/2018,3801516,43430902,3,17.54,52.62,Mobile Payment,2018
164233423,1/10/2018,7860462,43261190,5,18.87,94.35,Cash,2018
396763244,1/10/2018,5403560,4588,2,4.54,9.08,Mobile Payment,2018
481415720,1/10/2018,1171617,28257707,4,5.03,20.12,Mobile Payment,2018
992442551,1/10/2018,3560751,51111667,1,11.27,11.27,Cash,2018
891643215,1/11/2018,2736956,17568427,2,32.11,64.22,Bank Transfer,2018
631774307,1/11/2018,4015525,50668664,3,11.44,34.32,Cash,2018
601686816,1/11/2018,4692430,35455911,3,25.38,76.14,Mobile Payment,2018
113616762,1/11/2018,1807949,48467532,3,21.95,65.85,Mobile Payment,2018
106148052,1/11/2018,5554836,34189698,5,9.98,49.9,Cash,2018
297864184,1/11/2018,6315321,32078787,4,6.53,26.12,Cash,2018
754629515,1/11/2018,8871879,18713052,5,31.38,156.9,Mobile Payment,2018
333676039,1/11/2018,7427413,44016036,5,17.57,87.85,Cash,2018
329551096,1/11/2018,8655332,48646236,2,3.21,6.42,Bank Transfer,2018
691623508,1/11/2018,5155944,28257707,5,30.86,154.3,Bank Transfer,2018
793484872,1/11/2018,1729680,51155478,2,10.6,21.2,Mobile Payment,2018
627366943,1/11/2018,4245553,43093462,3,8.21,24.63,Cash,2018
758167308,1/11/2018,2689110,20170404,2,27.38,54.76,Mobile Payment,2018
646269214,1/11/2018,1659081,42597895,5,12.94,64.7,Mobile Payment,2018
902186135,1/11/2018,8641004,37551603,1,5.61,5.61,Bank Transfer,2018
996153010,1/11/2018,5084762,46125022,3,31.63,94.89,Mobile Payment,2018
229904344,1/11/2018,1084222,45914708,5,13.72,68.6,Mobile Payment,2018
933200233,1/11/2018,4196010,50276294,1,29.36,29.36,Cash,2018
251440717,1/11/2018,9476834,47793271,3,20.92,62.76,Mobile Payment,2018
653210501,1/11/2018,7501565,43430902,4,27.16,108.64,Bank Transfer,2018
431530110,1/11/2018,5874455,44287627,4,25.05,100.2,Mobile Payment,2018
724247600,1/11/2018,2532776,22208289,5,27.47,137.35,Mobile Payment,2018
340788562,1/11/2018,7377559,44589136,3,14.1,42.3,Cash,2018
437546543,1/11/2018,1273292,20170404,2,11.66,23.32,Bank Transfer,2018
741379293,1/11/2018,4905829,7315573,2,23.87,47.74,Cash,2018
250422509,1/11/2018,9877990,48642770,1,15.1,15.1,Bank Transfer,2018
335053906,1/11/2018,1896886,15841931,1,10.95,10.95,Cash,2018
940404137,1/11/2018,4775260,20170404,5,26.64,133.2,Cash,2018
977443626,1/11/2018,1714205,40874325,5,8.48,42.4,Cash,2018
956128820,1/11/2018,4662579,23507204,1,4.38,4.38,Mobile Payment,2018
626744612,1/11/2018,7414073,29540394,2,23.46,46.92,Cash,2018
147463161,1/11/2018,6923651,17169147,5,5.96,29.8,Mobile Payment,2018
807656202,1/11/2018,7250708,50537361,4,17.49,69.96,Cash,2018
935728208,1/12/2018,3101497,8366074,2,10.93,21.86,Bank Transfer,2018
207489575,1/12/2018,9845651,40220877,5,13.77,68.85,Cash,2018
531256181,1/12/2018,4390347,20707134,4,26.96,107.84,Bank Transfer,2018
466922583,1/12/2018,1625513,43798285,2,31.64,63.28,Bank Transfer,2018
661624817,1/12/2018,3447868,45162862,1,22.2,22.2,Cash,2018
195441843,1/12/2018,3417869,6568509,1,28.18,28.18,Mobile Payment,2018
306016254,1/12/2018,6061147,49772325,1,11.3,11.3,Bank Transfer,2018
415668683,1/12/2018,7690219,51456270,5,16.26,81.3,Mobile Payment,2018
144106027,1/12/2018,9308622,47907461,5,2.65,13.25,Mobile Payment,2018
766781484,1/12/2018,4574781,49010745,1,14.84,14.84,Bank Transfer,2018
853760629,1/12/2018,3689748,12926804,5,15.16,75.8,Cash,2018
